SrNo,JuzNo,SurahNo,AyahNo,EnglishTranslation,OrignalArabicText,ArabicText,ArabicWordCount,ArabicLetterCount
2822,18,24,31,"And say to the believing women that they should lower their gaze and guard their modesty; that they should not display their beauty and ornaments except what (must ordinarily) appear thereof; that they should draw their veils over their bosoms and not display their beauty except to their husbands, their fathers, their husband's fathers, their sons, their husbands' sons, their brothers or their brothers' sons, or their sisters' sons, or their women, or the slaves whom their right hands possess, or male servants free of physical needs, or small children who have no sense of the shame of sex; and that they should not strike their feet in order to draw attention to their hidden ornaments. And O ye Believers! turn ye all together towards Allah, that ye may attain Bliss.",?????? ??????????????? ?????????? ???? ?????????????? ???????????? ???????????? ????? ????????? ???????????? ?????? ??? ?????? ??????? ? ?????????????? ????????????? ?????? ???????????? ? ????? ????????? ???????????? ?????? ???????????????? ???? ??????????? ???? ?????? ?????????????? ???? ?????????????? ???? ????????? ?????????????? ???? ?????????????? ???? ????? ?????????????? ???? ????? ?????????????? ???? ???????????? ???? ??? ???????? ?????????????? ???? ????????????? ?????? ?????? ??????????? ???? ?????????? ???? ????????? ????????? ???? ?????????? ?????? ????????? ?????????? ? ????? ?????????? ??????????????? ?????????? ??? ????????? ???? ???????????? ? ????????? ????? ??????? ???????? ??????? ?????????????? ??????????? ???????????,??? ???????? ????? ?? ??????? ?????? ?????? ??? ????? ?????? ??? ?? ??? ???? ? ??????? ?????? ??? ?????? ? ??? ????? ?????? ??? ???????? ?? ?????? ?? ???? ??????? ?? ??????? ?? ????? ??????? ?? ??????? ?? ??? ??????? ?? ??? ??????? ?? ?????? ?? ?? ???? ??????? ?? ???????? ??? ???? ?????? ?? ?????? ?? ????? ????? ?? ?????? ??? ????? ?????? ? ??? ????? ??????? ????? ?? ????? ?? ?????? ? ?????? ??? ???? ?????? ??? ???????? ????? ??????,82,355
2823,18,24,32,"Marry those among you who are single, or the virtuous ones among yourselves, male or female: if they are in poverty, Allah will give them means out of His grace: for Allah encompasseth all, and he knoweth all things.",???????????? ???????????? ???????? ??????????????? ???? ??????????? ????????????? ? ???? ????????? ????????? ?????????? ??????? ???? ???????? ? ????????? ??????? ???????,??????? ??????? ???? ????????? ?? ?????? ??????? ? ?? ?????? ????? ????? ???? ?? ???? ? ????? ???? ????,19,85
2824,18,24,33,"Let those who find not the wherewithal for marriage keep themselves chaste, until Allah gives them means out of His grace. And if any of your slaves ask for a deed in writing (to enable them to earn their freedom for a certain sum), give them such a deed if ye know any good in them: yea, give them something yourselves out of the means which Allah has given to you. But force not your maids to prostitution when they desire chastity, in order that ye may make a gain in the goods of this life. But if anyone compels them, yet, after such compulsion, is Allah, Oft-Forgiving, Most Merciful (to them),",???????????????? ????????? ??? ????????? ???????? ??????? ???????????? ??????? ???? ???????? ? ??????????? ??????????? ?????????? ?????? ???????? ????????????? ?????????????? ???? ?????????? ??????? ??????? ? ?????????? ???? ????? ??????? ??????? ???????? ? ????? ?????????? ????????????? ????? ?????????? ???? ???????? ?????????? ???????????? ?????? ?????????? ?????????? ? ?????? ????????????? ??????? ??????? ???? ?????? ?????????????? ??????? ???????,???????? ????? ?? ????? ?????? ??? ?????? ???? ?? ???? ? ?????? ?????? ?????? ??? ???? ??????? ???????? ?? ????? ???? ????? ? ?????? ?? ??? ???? ???? ????? ? ??? ?????? ??????? ??? ?????? ?? ???? ?????? ??????? ??? ?????? ?????? ? ??? ?????? ??? ???? ?? ??? ??????? ???? ????,52,224
2825,18,24,34,"We have already sent down to you verses making things clear, an illustration from (the story of) people who passed away before you, and an admonition for those who fear (Allah).",???????? ??????????? ?????????? ?????? ???????????? ????????? ???? ????????? ??????? ???? ?????????? ???????????? ??????????????,???? ?????? ????? ????? ??????? ?????? ?? ????? ???? ?? ????? ??????? ???????,13,65
2826,18,24,35,"Allah is the Light of the heavens and the earth. The Parable of His Light is as if there were a Niche and within it a Lamp: the Lamp enclosed in Glass: the glass as it were a brilliant star: Lit from a blessed Tree, an Olive, neither of the east nor of the west, whose oil is well-nigh luminous, though fire scarce touched it: Light upon Light! Allah doth guide whom He will to His Light: Allah doth set forth Parables for men: and Allah doth know all things.",??????? ????? ????????????? ??????????? ? ?????? ??????? ??????????? ?????? ????????? ? ???????????? ??? ????????? ? ???????????? ?????????? ???????? ???????? ??????? ???? ???????? ??????????? ??????????? ??? ??????????? ????? ??????????? ??????? ????????? ??????? ?????? ???? ?????????? ????? ? ????? ?????? ????? ? ??????? ??????? ????????? ???? ??????? ? ?????????? ??????? ???????????? ????????? ? ????????? ??????? ?????? ???????,???? ??? ???????? ?????? ? ??? ???? ??????? ???? ????? ? ??????? ?? ?????? ? ??????? ????? ???? ??? ???? ?? ????? ??????? ??????? ?? ?????? ??? ?????? ???? ????? ???? ??? ?? ????? ??? ? ??? ??? ???? ? ???? ???? ????? ?? ???? ? ????? ???? ??????? ????? ? ????? ??? ???? ????,55,219
2827,18,24,36,"(Lit is such a Light) in houses, which Allah hath permitted to be raised to honour; for the celebration, in them, of His name: In them is He glorified in the mornings and in the evenings, (again and again),-",??? ??????? ?????? ??????? ???? ???????? ?????????? ?????? ??????? ????????? ???? ?????? ???????????? ???????????,?? ????? ??? ???? ?? ???? ????? ???? ???? ???? ?? ???? ?????? ???????,14,56
2828,18,24,37,"By men whom neither traffic nor merchandise can divert from the Remembrance of Allah, nor from regular Prayer, nor from the practice of regular Charity: Their (only) fear is for the Day when hearts and eyes will be transformed (in a world wholly new),-",??????? ??? ??????????? ????????? ????? ?????? ???? ?????? ??????? ????????? ?????????? ?????????? ?????????? ? ?????????? ??????? ??????????? ????? ?????????? ??????????????,???? ?? ?????? ????? ??? ??? ?? ??? ???? ????? ?????? ?????? ?????? ? ?????? ????? ????? ??? ?????? ????????,20,89
2829,18,24,38,"That Allah may reward them according to the best of their deeds, and add even more for them out of His Grace: for Allah doth provide for those whom He will, without measure.",?????????????? ??????? ???????? ??? ???????? ????????????? ???? ???????? ? ????????? ???????? ???? ??????? ???????? ???????,??????? ???? ???? ?? ????? ??????? ?? ???? ? ????? ???? ?? ???? ???? ?????,15,60
2830,18,24,39,"But the Unbelievers,- their deeds are like a mirage in sandy deserts, which the man parched with thirst mistakes for water; until when he comes up to it, he finds it to be nothing: But he finds Allah (ever) with him, and Allah will pay him his account: and Allah is swift in taking account.",??????????? ???????? ????????????? ????????? ????????? ?????????? ?????????? ????? ??????? ????? ??????? ???? ???????? ??????? ???????? ??????? ???????? ?????????? ????????? ? ????????? ??????? ??????????,?????? ????? ??????? ?????? ?????? ????? ?????? ???? ??? ??? ???? ?? ???? ????? ???? ???? ???? ????? ????? ? ????? ???? ??????,23,104
2831,18,24,40,"Or (the Unbelievers' state) is like the depths of darkness in a vast deep ocean, overwhelmed with billow topped by billow, topped by (dark) clouds: depths of darkness, one above another: if a man stretches out his hands, he can hardly see it! for any to whom Allah giveth not light, there is no light!",???? ??????????? ??? ?????? ???????? ????????? ?????? ???? ???????? ?????? ???? ???????? ??????? ? ????????? ????????? ?????? ?????? ????? ???????? ?????? ???? ?????? ???????? ? ?????? ???? ???????? ??????? ???? ?????? ????? ???? ???? ?????,?? ??????? ?? ???? ??? ????? ??? ?? ???? ??? ?? ???? ???? ? ????? ????? ??? ???? ??? ???? ??? ?? ??? ????? ? ??? ?? ???? ???? ?? ????? ??? ?? ?? ????,35,115
2832,18,24,41,"Seest thou not that it is Allah Whose praises all beings in the heavens and on earth do celebrate, and the birds (of the air) with wings outspread? Each one knows its own (mode of) prayer and praise. And Allah knows well all that they do.",?????? ???? ????? ??????? ????????? ???? ???? ??? ????????????? ??????????? ??????????? ????????? ? ????? ???? ?????? ????????? ????????????? ? ????????? ??????? ????? ???????????,??? ?? ?? ???? ???? ?? ?? ?? ???????? ?????? ?????? ?????? ? ?? ?? ??? ????? ??????? ? ????? ???? ??? ??????,23,86
2833,18,24,42,"Yea, to Allah belongs the dominion of the heavens and the earth; and to Allah is the final goal (of all).",????????? ?????? ????????????? ??????????? ? ??????? ??????? ??????????,???? ??? ???????? ?????? ? ???? ???? ??????,8,36
2834,18,24,43,"Seest thou not that Allah makes the clouds move gently, then joins them together, then makes them into a heap? - then wilt thou see rain issue forth from their midst. And He sends down from the sky mountain masses (of clouds) wherein is hail: He strikes therewith whom He pleases and He turns it away from whom He pleases, the vivid flash of His lightning well-nigh blinds the sight.",?????? ???? ????? ??????? ??????? ???????? ????? ????????? ???????? ????? ?????????? ???????? ??????? ????????? ???????? ???? ????????? ??????????? ???? ?????????? ???? ??????? ?????? ???? ?????? ????????? ???? ???? ??????? ???????????? ???? ???? ??????? ? ??????? ????? ???????? ???????? ??????????????,??? ?? ?? ???? ???? ?????? ?? ???? ???? ?? ????? ?????? ???? ????? ???? ?? ????? ????? ?? ?????? ?? ????? ???? ?? ???? ????? ?? ?? ???? ?????? ?? ?? ???? ? ???? ??? ???? ???? ????????,39,145
2835,18,24,44,It is Allah Who alternates the Night and the Day: verily in these things is an instructive example for those who have vision!,????????? ??????? ????????? ???????????? ? ????? ??? ??????? ?????????? ???????? ????????????,???? ???? ????? ??????? ? ?? ?? ??? ?????? ????? ???????,11,46
2836,18,24,45,And Allah has created every animal from water: of them there are some that creep on their bellies; some that walk on two legs; and some that walk on four. Allah creates what He wills for verily Allah has power over all things.,????????? ?????? ????? ???????? ???? ????? ? ?????????? ???? ??????? ?????? ???????? ?????????? ???? ??????? ?????? ?????????? ?????????? ???? ??????? ?????? ???????? ? ???????? ??????? ??? ??????? ? ????? ??????? ?????? ????? ?????? ???????,????? ??? ?? ????? ?? ???? ? ????? ?? ???? ??? ???? ????? ?? ???? ??? ????? ????? ?? ???? ??? ????? ? ???? ???? ?? ???? ? ?? ???? ??? ?? ???? ????,34,113
2837,18,24,46,We have indeed sent down signs that make things manifest: and Allah guides whom He wills to a way that is straight.,?????? ??????????? ?????? ???????????? ? ????????? ??????? ???? ??????? ?????? ??????? ???????????,??? ?????? ????? ??????? ? ????? ???? ?? ???? ??? ????? ???????,12,52
2838,18,24,47,"They say, ""We believe in Allah and in the messenger, and we obey"": but even after that, some of them turn away: they are not (really) Believers.",???????????? ??????? ????????? ?????????????? ??????????? ????? ??????????? ??????? ???????? ???? ?????? ??????? ? ????? ?????????? ????????????????,??????? ???? ????? ???????? ?????? ?? ????? ???? ???? ?? ??? ??? ? ??? ????? ?????????,16,71
2839,18,24,48,"When they are summoned to Allah and His messenger, in order that He may judge between them, behold some of them decline (to come).",??????? ?????? ????? ??????? ??????????? ?????????? ?????????? ????? ??????? ???????? ???????????,???? ???? ??? ???? ?????? ????? ????? ??? ???? ???? ??????,11,48
2840,18,24,49,"But if the right is on their side, they come to him with all submission.",?????? ?????? ?????? ???????? ???????? ???????? ???????????,??? ??? ??? ???? ????? ???? ??????,7,28
2841,18,24,50,"Is it that there is a disease in their hearts? or do they doubt, or are they in fear, that Allah and His Messenger will deal unjustly with them? Nay, it is they themselves who do wrong.",????? ??????????? ?????? ???? ?????????? ???? ?????????? ???? ??????? ??????? ?????????? ??????????? ? ???? ?????????? ???? ?????????????,??? ?????? ??? ?? ??????? ?? ?????? ?? ???? ???? ????? ?????? ? ?? ????? ?? ????????,17,68
2842,18,24,51,"The answer of the Believers, when summoned to Allah and His Messenger, in order that He may judge between them, is no other than this: they say, ""We hear and we obey"": it is such as these that will attain felicity.",???????? ????? ?????? ?????????????? ????? ?????? ????? ??????? ??????????? ?????????? ?????????? ???? ????????? ????????? ??????????? ? ???????????? ???? ??????????????,???? ??? ??? ???????? ??? ???? ??? ???? ?????? ????? ????? ?? ?????? ????? ?????? ? ?????? ?? ????????,19,84
2843,18,24,52,"It is such as obey Allah and His Messenger, and fear Allah and do right, that will win (in the end),",?????? ?????? ??????? ??????????? ???????? ??????? ??????????? ???????????? ???? ?????????????,??? ??? ???? ?????? ???? ???? ????? ?????? ?? ????????,10,45
2844,18,24,53,"They swear their strongest oaths by Allah that, if only thou wouldst command them, they would leave (their homes). Say: ""Swear ye not; Obedience is (more) reasonable; verily, Allah is well acquainted with all that ye do.""",???????????? ????????? ?????? ????????????? ?????? ???????????? ????????????? ? ???? ??? ?????????? ? ??????? ??????????? ? ????? ??????? ??????? ????? ???????????,??????? ????? ??? ??????? ??? ?????? ?????? ? ?? ?? ?????? ? ???? ?????? ? ?? ???? ???? ??? ??????,20,79
2845,18,24,54,"Say: ""Obey Allah, and obey the Messenger: but if ye turn away, he is only responsible for the duty placed on him and ye for that placed on you. If ye obey him, ye shall be on right guidance. The Messenger's duty is only to preach the clear (Message).",???? ????????? ??????? ??????????? ?????????? ? ?????? ?????????? ?????????? ???????? ??? ??????? ???????????? ??? ??????????? ? ?????? ?????????? ?????????? ? ????? ????? ?????????? ?????? ?????????? ??????????,?? ?????? ???? ??????? ?????? ? ??? ????? ????? ???? ?? ??? ?????? ?? ????? ? ??? ?????? ?????? ? ??? ??? ?????? ??? ?????? ??????,26,105
2846,18,24,55,"Allah has promised, to those among you who believe and work righteous deeds, that He will, of a surety, grant them in the land, inheritance (of power), as He granted it to those before them; that He will establish in authority their religion - the one which He has chosen for them; and that He will change (their state), after the fear in which they (lived), to one of security and peace: 'They will worship Me (alone) and not associate aught with Me. 'If any do reject Faith after this, they are rebellious and wicked.",?????? ??????? ????????? ??????? ???????? ?????????? ????????????? ????????????????????? ??? ????????? ????? ??????????? ????????? ???? ?????????? ???????????????? ?????? ????????? ??????? ????????? ?????? ???????????????????? ???? ?????? ?????????? ??????? ? ?????????????? ??? ??????????? ??? ??????? ? ?????? ?????? ?????? ??????? ???????????? ???? ?????????????,??? ???? ????? ????? ???? ?????? ???????? ?????????? ?? ????? ??? ?????? ????? ?? ????? ??????? ??? ????? ???? ????? ??? ????????? ?? ??? ????? ????? ? ???????? ?? ?????? ?? ????? ? ??? ??? ??? ??? ?????? ?? ????????,40,177
2847,18,24,56,So establish regular Prayer and give regular Charity; and obey the Messenger; that ye may receive mercy.,??????????? ?????????? ??????? ?????????? ??????????? ?????????? ??????????? ???????????,??????? ?????? ????? ?????? ??????? ?????? ????? ??????,8,48
2848,18,24,57,"Never think thou that the Unbelievers are going to frustrate (Allah's Plan) on earth: their abode is the Fire,- and it is indeed an evil refuge!",??? ??????????? ????????? ???????? ??????????? ??? ????????? ? ????????????? ???????? ? ?????????? ??????????,?? ????? ????? ????? ?????? ?? ????? ? ??????? ????? ? ????? ??????,13,55
2849,18,24,58,"O ye who believe! let those whom your right hands possess, and the (children) among you who have not come of age ask your permission (before they come to your presence), on three occasions: before morning prayer; the while ye doff your clothes for the noonday heat; and after the late-night prayer: these are your three times of undress: outside those times it is not wrong for you or for them to move about attending to each other: Thus does Allah make clear the Signs to you: for Allah is full of knowledge and wisdom.",??? ???????? ????????? ??????? ?????????????????? ????????? ???????? ????????????? ??????????? ???? ?????????? ????????? ???????? ??????? ???????? ? ???? ?????? ??????? ????????? ??????? ????????? ??????????? ???? ???????????? ?????? ?????? ??????? ?????????? ? ??????? ????????? ?????? ? ?????? ?????????? ????? ?????????? ??????? ??????????? ? ??????????? ?????????? ?????????? ?????? ?????? ? ????????? ????????? ??????? ?????? ????????? ? ????????? ??????? ???????,?? ???? ????? ????? ????????? ????? ???? ??????? ?????? ?? ?????? ????? ???? ???? ????? ? ?? ??? ???? ????? ???? ????? ?????? ?? ??????? ??? ??? ???? ?????? ? ???? ?????? ??? ? ??? ????? ??? ????? ???? ????? ? ?????? ????? ????? ??? ???? ? ???? ???? ???? ??? ?????? ? ????? ???? ????,56,228
2850,18,24,59,"But when the children among you come of age, let them (also) ask for permission, as do those senior to them (in age): Thus does Allah make clear His Signs to you: for Allah is full of knowledge and wisdom.",??????? ?????? ???????????? ???????? ????????? ?????????????????? ????? ??????????? ????????? ???? ?????????? ? ????????? ????????? ??????? ?????? ???????? ? ????????? ??????? ???????,???? ??? ??????? ???? ????? ?????????? ??? ?????? ????? ?? ????? ? ???? ???? ???? ??? ????? ? ????? ???? ????,21,89
2851,18,24,60,"Such elderly women as are past the prospect of marriage,- there is no blame on them if they lay aside their (outer) garments, provided they make not a wanton display of their beauty: but it is best for them to be modest: and Allah is One Who sees and knows all things.",?????????????? ???? ?????????? ????????? ??? ????????? ???????? ???????? ??????????? ??????? ???? ???????? ???????????? ?????? ?????????????? ????????? ? ?????? ?????????????? ?????? ??????? ? ????????? ??????? ???????,???????? ?? ?????? ?????? ?? ????? ?????? ???? ????? ???? ?? ???? ?????? ??? ???????? ?????? ? ??? ??????? ??? ??? ? ????? ???? ????,25,108
2852,18,24,61,"It is no fault in the blind nor in one born lame, nor in one afflicted with illness, nor in yourselves, that ye should eat in your own houses, or those of your fathers, or your mothers, or your brothers, or your sisters, or your father's brothers or your father's sisters, or your mother's brothers, or your mother's sisters, or in houses of which the keys are in your possession, or in the house of a sincere friend of yours: there is no blame on you, whether ye eat in company or separately. But if ye enter houses, salute each other - a greeting of blessing and purity as from Allah. Thus does Allah make clear the signs to you: that ye may understand.",?????? ????? ??????????? ?????? ????? ????? ??????????? ?????? ????? ????? ?????????? ?????? ????? ?????? ???????????? ???? ?????????? ???? ??????????? ???? ??????? ?????????? ???? ??????? ?????????????? ???? ??????? ????????????? ???? ??????? ????????????? ???? ??????? ????????????? ???? ??????? ???????????? ???? ??????? ????????????? ???? ??????? ???????????? ???? ??? ?????????? ??????????? ???? ??????????? ? ?????? ?????????? ??????? ???? ?????????? ???????? ???? ?????????? ? ??????? ?????????? ???????? ??????????? ?????? ???????????? ????????? ???? ?????? ??????? ??????????? ????????? ? ????????? ????????? ??????? ?????? ????????? ??????????? ???????????,??? ??? ?????? ??? ??? ??? ?????? ??? ??? ??? ?????? ??? ??? ??? ?????? ?? ?????? ?? ?????? ?? ???? ?????? ?? ???? ??????? ?? ???? ??????? ?? ???? ??????? ?? ???? ??????? ?? ???? ?????? ?? ???? ??????? ?? ???? ??????? ?? ?? ????? ?????? ?? ?????? ? ??? ????? ???? ?? ?????? ?????? ?? ??????? ? ???? ????? ?????? ?????? ??? ?????? ????? ?? ??? ???? ??????? ????? ? ???? ???? ???? ??? ?????? ????? ??????,79,324
2853,18,24,62,"Only those are believers, who believe in Allah and His Messenger: when they are with him on a matter requiring collective action, they do not depart until they have asked for his leave; those who ask for thy leave are those who believe in Allah and His Messenger; so when they ask for thy leave, for some business of theirs, give leave to those of them whom thou wilt, and ask Allah for their forgiveness: for Allah is Oft-Forgiving, Most Merciful.",???????? ?????????????? ????????? ??????? ????????? ??????????? ??????? ??????? ?????? ?????? ?????? ??????? ???? ?????????? ??????? ??????????????? ? ????? ????????? ????????????????? ?????????? ????????? ??????????? ????????? ??????????? ? ??????? ?????????????? ???????? ?????????? ???????? ?????? ?????? ???????? ????????????? ?????? ??????? ? ????? ??????? ??????? ???????,???? ???????? ????? ????? ????? ?????? ???? ????? ??? ??? ???? ????? ?? ?????? ??? ???????? ? ?? ????? ????????? ????? ????? ?????? ????? ?????? ? ???? ???????? ???? ????? ???? ??? ??? ???? ??????? ??? ???? ? ?? ???? ???? ????,42,185
2854,18,24,63,"Deem not the summons of the Messenger among yourselves like the summons of one of you to another: Allah doth know those of you who slip away under shelter of some excuse: then let those beware who withstand the Messenger's order, lest some trial befall them, or a grievous penalty be inflicted on them.",??? ?????????? ??????? ?????????? ?????????? ????????? ?????????? ??????? ? ???? ???????? ??????? ????????? ?????????????? ???????? ???????? ? ???????????? ????????? ???????????? ???? ???????? ???? ??????????? ???????? ???? ??????????? ??????? ???????,?? ?????? ???? ?????? ????? ????? ????? ????? ? ?? ???? ???? ????? ??????? ???? ?????? ? ?????? ????? ??????? ?? ???? ?? ?????? ???? ?? ?????? ???? ????,29,124
2855,18,24,64,"Be quite sure that to Allah doth belong whatever is in the heavens and on earth. Well doth He know what ye are intent upon: and one day they will be brought back to Him, and He will tell them the truth of what they did: for Allah doth know all things.",????? ????? ??????? ??? ??? ????????????? ??????????? ? ???? ???????? ??? ???????? ???????? ???????? ??????????? ???????? ??????????????? ????? ???????? ? ????????? ??????? ?????? ???????,??? ?? ??? ?? ?? ???????? ?????? ? ?? ???? ?? ???? ???? ???? ?????? ???? ??????? ??? ????? ? ????? ??? ???? ????,24,89
2856,18,25,1,"Blessed is He who sent down the criterion to His servant, that it may be an admonition to all creatures;-",????????? ??????? ??????? ???????????? ?????? ???????? ????????? ?????????????? ????????,????? ???? ??? ??????? ??? ???? ????? ???????? ??????,9,45
2857,18,25,2,"He to whom belongs the dominion of the heavens and the earth: no son has He begotten, nor has He a partner in His dominion: it is He who created all things, and ordered them in due proportions.",??????? ???? ?????? ????????????? ??????????? ?????? ????????? ??????? ?????? ?????? ???? ??????? ??? ????????? ???????? ????? ?????? ??????????? ??????????,???? ?? ??? ???????? ?????? ??? ???? ????? ??? ??? ?? ???? ?? ????? ???? ?? ???? ????? ???????,19,76
2858,18,25,3,"Yet have they taken, besides him, gods that can create nothing but are themselves created; that have no control of hurt or good to themselves; nor can they control death nor life nor resurrection.",???????????? ???? ??????? ??????? ??? ??????????? ??????? ?????? ??????????? ????? ??????????? ?????????????? ?????? ????? ??????? ????? ??????????? ??????? ????? ??????? ????? ????????,??????? ?? ???? ????? ?? ?????? ????? ??? ?????? ??? ?????? ??????? ??? ??? ????? ??? ?????? ????? ??? ????? ??? ??????,22,98
2859,18,25,4,"But the misbelievers say: ""Naught is this but a lie which he has forged, and others have helped him at it."" In truth it is they who have put forward an iniquity and a falsehood.",??????? ????????? ???????? ???? ?????? ?????? ?????? ?????????? ??????????? ???????? ?????? ???????? ? ?????? ??????? ??????? ????????,???? ????? ????? ?? ??? ??? ??? ?????? ?????? ???? ??? ????? ? ??? ????? ????? ??????,17,69
2860,18,25,5,"And they say: ""Tales of the ancients, which he has caused to be written: and they are dictated before him morning and evening.""",????????? ?????????? ????????????? ???????????? ?????? ???????? ???????? ???????? ??????????,?????? ?????? ??????? ??????? ??? ???? ???? ????? ???????,9,49
2861,18,25,6,"Say: ""The (Qur'an) was sent down by Him who knows the mystery (that is) in the heavens and the earth: verily He is Oft-Forgiving, Most Merciful.""",???? ?????????? ??????? ???????? ???????? ??? ????????????? ??????????? ? ??????? ????? ???????? ????????,?? ????? ???? ???? ???? ?? ???????? ?????? ? ??? ??? ?????? ??????,13,54
2862,18,25,7,"And they say: ""What sort of a messenger is this, who eats food, and walks through the streets? Why has not an angel been sent down to him to give admonition with him?",????????? ????? ?????? ?????????? ???????? ?????????? ????????? ??? ???????????? ? ??????? ???????? ???????? ?????? ????????? ?????? ????????,?????? ??? ??? ?????? ???? ?????? ????? ?? ??????? ? ???? ???? ???? ??? ????? ??? ??????,17,72
2863,18,25,8,"""Or (Why) has not a treasure been bestowed on him, or why has he (not) a garden for enjoyment?"" The wicked say: ""Ye follow none other than a man bewitched.""",???? ???????? ???????? ?????? ???? ??????? ???? ??????? ???????? ??????? ? ??????? ????????????? ???? ???????????? ?????? ??????? ??????????,?? ???? ???? ??? ?? ???? ?? ??? ???? ???? ? ???? ???????? ?? ?????? ??? ????? ???????,18,68
2864,18,25,9,"See what kinds of comparisons they make for thee! But they have gone astray, and never a way will they be able to find!",??????? ?????? ???????? ???? ???????????? ????????? ????? ?????????????? ????????,???? ??? ????? ?? ??????? ????? ??? ???????? ??????,9,43
2865,18,25,10,"Blessed is He who, if that were His will, could give thee better (things) than those,- Gardens beneath which rivers flow; and He could give thee palaces (secure to dwell in).",????????? ??????? ???? ????? ?????? ???? ??????? ???? ??????? ???????? ??????? ???? ????????? ???????????? ?????????? ???? ????????,????? ???? ?? ??? ??? ?? ????? ?? ??? ????? ???? ?? ????? ??????? ????? ?? ??????,17,65
2866,18,25,11,Nay they deny the hour (of the judgment to come): but We have prepared a blazing fire for such as deny the hour:,???? ????????? ???????????? ? ????????????? ?????? ??????? ???????????? ????????,?? ????? ??????? ? ??????? ??? ??? ??????? ??????,9,41
2867,18,25,12,"When it sees them from a place far off, they will hear its fury and its ranging sigh.",????? ?????????? ???? ??????? ??????? ???????? ????? ?????????? ??????????,??? ????? ?? ????? ????? ????? ??? ?????? ???????,9,41
2868,18,25,13,"And when they are cast, bound together into a constricted place therein, they will plead for destruction there and then!",??????? ???????? ??????? ???????? ???????? ???????????? ??????? ????????? ????????,???? ????? ???? ?????? ????? ?????? ???? ????? ??????,9,45
2869,18,25,14,"""This day plead not for a single destruction: plead for destruction oft-repeated!""",??? ???????? ????????? ???????? ???????? ????????? ???????? ????????,?? ????? ????? ?????? ?????? ?????? ?????? ??????,8,42
2870,18,25,15,"Say: ""Is that best, or the eternal garden, promised to the righteous? for them, that is a reward as well as a goal (of attainment).",???? ????????? ?????? ???? ??????? ????????? ??????? ?????? ????????????? ? ??????? ?????? ??????? ??????????,?? ???? ??? ?? ??? ????? ???? ??? ??????? ? ???? ??? ????? ???????,14,53
2871,18,25,16,"""For them there will be therein all that they wish for: they will dwell (there) for aye: A promise to be prayed for from thy Lord.""",?????? ?????? ??? ?????????? ?????????? ? ????? ?????? ??????? ??????? ??????????,??? ???? ?? ?????? ?????? ? ??? ??? ??? ????? ???????,11,43
2872,18,25,17,"The day He will gather them together as well as those whom they worship besides Allah, He will ask: ""Was it ye who let these My servants astray, or did they stray from the Path themselves?""",???????? ???????????? ????? ??????????? ???? ????? ??????? ????????? ?????????? ???????????? ???????? ?????????? ???? ???? ??????? ??????????,???? ?????? ??? ?????? ?? ??? ???? ????? ????? ?????? ????? ????? ?? ?? ???? ??????,16,68
2873,18,25,18,"They will say: ""Glory to Thee! not meet was it for us that we should take for protectors others besides Thee: But Thou didst bestow, on them and their fathers, good things (in life), until they forgot the Message: for they were a people (worthless and) lost.""",??????? ??????????? ??? ????? ????????? ????? ???? ????????? ???? ??????? ???? ??????????? ????????? ????????????? ???????????? ??????? ?????? ????????? ????????? ??????? ??????,????? ?????? ?? ??? ????? ??? ?? ???? ?? ???? ?? ?????? ???? ?????? ??????? ??? ???? ????? ?????? ????? ?????,21,89
2874,18,25,19,"(Allah will say): ""Now have they proved you liars in what ye say: so ye cannot avert (your penalty) nor (get) help."" And whoever among you does wrong, him shall We cause to taste of a grievous Penalty.",?????? ???????????? ????? ?????????? ????? ?????????????? ??????? ????? ??????? ? ?????? ???????? ???????? ???????? ???????? ????????,??? ?????? ??? ?????? ??? ???????? ????? ??? ????? ? ??? ???? ???? ???? ?????? ??????,16,70
2875,18,25,20,And the messengers whom We sent before thee were all (men) who ate food and walked through the streets: We have made some of you as a trial for others: will ye have patience? for Allah is One Who sees (all things).,????? ??????????? ???????? ???? ?????????????? ?????? ????????? ????????????? ?????????? ??????????? ??? ???????????? ? ??????????? ?????????? ???????? ???????? ????????????? ? ??????? ??????? ????????,??? ?????? ???? ?? ???????? ??? ???? ??????? ?????? ?????? ?? ??????? ? ?????? ????? ????? ????? ??????? ? ???? ??? ??????,22,101
2876,19,25,21,"Such as fear not the meeting with Us (for Judgment) say: ""Why are not the angels sent down to us, or (why) do we not see our Lord?"" Indeed they have an arrogant conceit of themselves, and mighty is the insolence of their impiety!",??????? ????????? ??? ????????? ?????????? ??????? ???????? ????????? ?????????????? ???? ?????? ???????? ? ?????? ????????????? ??? ???????????? ????????? ???????? ????????,???? ????? ?? ????? ?????? ???? ???? ????? ???????? ?? ??? ???? ? ??? ???????? ?? ?????? ????? ???? ??????,20,87
2877,19,25,22,"The Day they see the angels,- no joy will there be to the sinners that Day: The (angels) will say: ""There is a barrier forbidden (to you) altogether!""",?????? ???????? ?????????????? ??? ???????? ?????????? ??????????????? ???????????? ??????? ??????????,??? ???? ???????? ?? ???? ?????? ???????? ??????? ????? ???????,10,54
2878,19,25,23,"And We shall turn to whatever deeds they did (in this life), and We shall make such deeds as floating dust scattered about.",??????????? ?????? ??? ???????? ???? ?????? ????????????? ??????? ??????????,?????? ??? ?? ????? ?? ???? ??????? ????? ???????,9,41
